Column1,Column2,Column3
end:tranqed-target,FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK,귀하의 가족들은 오브리스탄으로 보내질 예정입니다 - 행운을 빕니다.
end:stuff-on-walls,You are under arrest for violating direct orders.,귀하는 명령에 대한 불복종으로 체포당했습니다.
end:stuff-on-walls,The penalty is forced labor.,판결 결과는 강제 노동행입니다.
end:stuff-on-walls,Your family will be sent back to their village.,당신의 가족들은 마을로 돌아갈 것입니다.
end:stuff-on-walls,The border will remain open under a replacement inspector.,국경은 새로운 검사관의 감독 하에 열려있을 것입니다.
end:stuff-on-walls,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:arrested-boss-buddy,Your supervisor has reported you for theft of Arstotzkan property.,당신의 관리자가 아스토츠카의 자산에 대한 귀하의 절도 행위를 보고했습니다.
end:arrested-boss-buddy,The penalty is forced labor.,판결 결과는 강제 노동행입니다.
end:arrested-boss-buddy,Your family will be sent back to their village.,당신의 가족들은 마을로 돌아갈 것입니다.
end:arrested-boss-buddy,The border will remain open under a replacement inspector.,국경은 새로운 검사관의 감독 하에 열려있을 것입니다.
end:arrested-boss-buddy,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:wall-destroyed,The Grestin Border wall has been destroyed.,그레스틴 국경의 벽이 파괴되었습니다.
end:wall-destroyed,You are under arrest for failure to defend the checkpoint.,당신은 검문소 방어에 대한 실패죄로 체포당했습니다.
end:wall-destroyed,Your family will be sent back to their village.,당신의 가족들은 마을로 돌아갈 것입니다.
end:wall-destroyed,The border will reopen under a replacement inspector.,국경은 새로운 검사관으로의 교체 이후 다시 열릴 예정입니다.
end:wall-destroyed,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:help-ezic-kill-attackers-wall-safe,Hello inspector.,안녕하십니까 검사관님.
end:help-ezic-kill-attackers-wall-safe,We have audited your recent activities.,귀하의 최근 활동에 대해 검사를 했습니다.
end:help-ezic-kill-attackers-wall-safe,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,최근 귀하께서 EZIC 별의 결사대라 자칭하는 집단과 연관되어 있음이 드러났습니다.
end:help-ezic-kill-attackers-wall-safe,Several members of this group have been arrested in Arstotzka.,이 집단의 몇몇 멤버들이 아스토츠카에서 체포당했습니다.
end:help-ezic-kill-attackers-wall-safe,At least one EZIC member has confessed to receiving your help.,EZIC 멤버 중 한 명이 귀하의 도움을 받았음을 고백했습니다.
end:help-ezic-kill-attackers-wall-safe,This represents treason of the highest order.,이는 1급 반역죄입니다.
end:help-ezic-kill-attackers-wall-safe,Goodbye inspector.,안녕히 계십시오 검사관님.
end:help-ezic-kill-attackers-wall-safe,The execution is scheduled for tonight.,처형은 내일 집행될 예정입니다.
end:help-ezic-kill-attackers-wall-safe,Your family's safety is unknown.,가족들의 안전은 알 수 없게 되었습니다.
end:help-ezic-kill-attackers-wall-safe,EZIC has been crushed. The balance of justice is restored.,EZIC은 파괴되었습니다. 정의의 균형이 회복되었습니다.
end:help-ezic-kill-attackers-wall-safe,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:help-ezic-kill-attackers-wall-safe,[A note appears from under the cell door],[감옥 문 아래로 쪽지를 건네받았습니다.]
end:help-ezic-kill-attackers-wall-safe,INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT,검사관님 - 마지막 순간에 우리를 배신하셨군요.
end:help-ezic-kill-attackers-wall-safe,THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY,이쪽 EZIC 지부가 궤멸되었습니다. 더 이상 귀하의 가족에게 도움을 제공할 수 없습니다.
end:help-ezic-kill-attackers-wall-destroyed,The border has been pierced.,국경이 뚫렸습니다.
end:help-ezic-kill-attackers-wall-destroyed,It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.,"EZIC 별의 결사대에게는 영광스러운 날이지만, 귀하는 마지막 순간에 우리를 배신했습니다."
end:help-ezic-kill-attackers-wall-destroyed,EZIC grows strong while the corrupt and greedy weaken.,부패와 탐욕이 약해지는 동안 우리 EZIC은 강해졌습니다.
end:help-ezic-kill-attackers-wall-destroyed,Your betrayal means you have chosen the wrong side.,귀하의 배신은 귀하가 잘못된 편을 선택했다는 의미입니다.
end:help-ezic-kill-attackers-wall-destroyed,There is no place for you or your family in this revolution.,이 혁명에서 귀하와 귀하의 가족들을 위한 자리는 더 없습니다.
end:help-ezic-kill-attackers-wall-destroyed,Goodbye inspector.,안녕히 계십시오 검사관님.
end:help-ezic-kill-attackers-wall-destroyed,Glory to the New Arstotzka.,새로운 아스토츠카에 영광 있으라.
end:help-few-ezic,Hello inspector.,안녕하십니까 검사관님.
end:help-few-ezic,We have audited your recent activities.,귀하의 최근 활동에 대해 검사를 했습니다.
end:help-few-ezic,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,최근 귀하께서 EZIC 별의 결사대라 자칭하는 집단과 연관되어 있음이 드러났습니다.
end:help-few-ezic,Several members of this group have been arrested in Arstotzka.,이 집단의 몇몇 멤버들이 아스토츠카에서 체포당했습니다.
end:help-few-ezic,At least one EZIC member has confessed to receiving your help.,EZIC 멤버 중 한 명이 귀하의 도움을 받았음을 고백했습니다.
end:help-few-ezic,This represents treason of the highest order.,이는 1급 반역죄입니다.
end:help-few-ezic,Goodbye inspector.,안녕히 계십시오 검사관님.
end:help-few-ezic,The execution is scheduled for tonight.,처형은 내일 집행될 예정입니다.
end:help-few-ezic,Your family's safety is unknown.,가족들의 안전은 알 수 없게 되었습니다.
end:help-few-ezic,EZIC has been crushed. The balance of justice is restored.,EZIC은 파괴되었습니다. 정의의 균형이 회복되었습니다.
end:help-few-ezic,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:escape,You board the late train to the Northern Territories. It is nearly empty.,당신은 북방 영토로 가는 늦은 기차에 탔습니다. 기차는 거의 비어있습니다.
end:escape,You pay for the hastily forged passport and re-entry ticket. They look terrible.,당신은 서툴게 위조된 여권과 재입국표를 위해 돈을 지불합니다. 여권과 표 모두 끔찍해 보입니다.
end:escape,You pay for the hastily forged passports and re-entry tickets. They look terrible.,당신은 서툴게 위조된 여권과 재입국표를 위해 돈을 지불합니다. 여권과 표 모두 끔찍해 보입니다.
end:escape,You reach the border crossing at dawn. The line is immense.,여명이 밝아오자 당신은 국경에 도달합니다. 줄이 어마어마 합니다.
end:escape,Six hours later.,6시간 후.
end:escape,Your documents.,서류 주십시오.
end:escape,Here.,여기 있습니다.
end:escape,You are entering alone?,혼자 입국하십니까?
end:escape,Yes.,네.
end:escape,I come to visit relatives.,친척들을 보러 왔습니다.
end:escape,"No, my family as well.","아뇨, 가족들도 함께 있습니다."
end:escape,Hand over all documents now.,서류를 다 넘겨주십시오.
end:escape,We come to visit relatives.,다 함께 친척들을 보러 왔습니다.
end:escape,I do not care why you come. Wait here.,방문 목적은 말씀 안 하셔도 괜찮습니다. 대기해 주십시오.
end:escape,*KACHUNK*,*딸깍*
end:escape,Welcome to Obristan. Next!,오브리스탄에 오신 걸 환영합니다. 다음!
end:help-ezic-hold-fire,Inspector! It is a glorious day!,검사관! 영예로운 날입니다!
end:help-ezic-hold-fire,The border has been pierced.,국경이 뚫렸습니다.
end:help-ezic-hold-fire,EZIC grows strong while the corrupt and greedy weaken.,부패와 탐욕이 약해지는 동안 우리 EZIC은 강해졌습니다.
end:help-ezic-hold-fire,We are moving you and your family to a better home.,당신과 가족들에게 더 나은 집을 제공해드리도록 하겠습니다.
end:help-ezic-hold-fire,Your services as an inspector are no longer required. We need agents.,귀하는 더 이상 검사관으로 살지 않으셔도 됩니다. 현재 요원이 필요합니다.
end:help-ezic-hold-fire,Follow us and together we will complete the revolution!,저희와 함께 해서 함께 혁명을 완수하십시다!
end:help-ezic-hold-fire,Glory to the New Arstotzka.,새로운 아스토츠카에 영광 있으라.
end:ignore-ezic,Hello inspector.,안녕하십니까 검사관님.
end:ignore-ezic,We have audited your activities for the past 20 years.,지난 20년 동안의 당신의 활동을 조사했습니다.
end:ignore-ezic,There are some anomalies.,몇 가지 이상한 점이 있더군요.
end:ignore-ezic,But you have served Arstotzka well.,하지만 아스토츠카를 위해 일해오셨습니다.
end:ignore-ezic,We will overlook these small transgressions.,이런 작은 범죄 정도는 넘어가 드리겠습니다.
end:ignore-ezic,You have been cleared of any suspicion.,이제 당신에 대한 의심을 거두겠습니다.
end:ignore-ezic,Glory to Arstotzka.,아스토츠카에 영광 있으라.
end:ignore-ezic,A new agreement has been reached with Kolechia.,콜레치아와 새로운 협약이 맺어졌습니다.
end:ignore-ezic,Grestin Border Checkpoint will reopen soon.,그레스틴 국경 검문소는 곧 다시 열릴 것입니다.
end:ignore-ezic,Return to your post on January 1st.,1월 1일까지 검문소로 복귀하십시오.
end:ignore-ezic,ENDLESS UNLOCK CODE: 62131,무한 모드 해금 코드: 62131
endless:timed,Timed,시간 제한
endless:timed,Process as many travelers as possible in 10 minutes.,10분 동안 최대한 많은 여행객들을 처리하십시오.
endless:timed,"ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","무한 모드 - 시간 제한

10분 동안 최대한 많은 여행객들을 처리하십시오. 여행객 1명 당 1점입니다. 경고 하나 당 30초가 감소됩니다."
endless:perfection,Perfection,완벽
endless:perfection,Game over at first penalty. Earn dwindling points.,처음 벌금을 받을 시 게임이 종료됩니다. 획득 점수가 점점 줄어듭니다.
endless:perfection,"ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","무한 모드 - 완벽

처음 벌금을 받을 시 게임이 종료됩니다. 획득 점수가 점점 줄어듭니다. 처음 1분 동안은 여행객 1명 당 10점이지만, 1분이 지날 수록 1점씩 감소합니다. 빠르게 처리하십시오."
endless:endurance,Endurance,인내
endless:endurance,Play until balance goes negative. Avoid penalties.,잔고가 마이너스가 될 때가지 플레이 하십시오. 벌금을 피하십시오.
endless:endurance,"ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","무한 모드 - 인내

잔고가 마이너스가 될 때가지 플레이 하십시오. 벌금을 피하십시오. 경고를 받을 시 점수에 불이익이 생깁니다. 가장 높은 점수를 획득 시 기록됩니다."
